address,year,day,length,weight,count,looped,neighbors,income,label
1BXH4oHzSc5SAL2C4f6JGiSfEJ3ec1xNWh,2015,280,144,0.091154478,3217,0,1,294000000,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,79,144,0.531650156,1958,1189,1,90700000,paduaCryptoWall
15BwA67iT8HY7GKxSuzc5bsSmx1oWNvqzt,2014,128,18,0.770833333,5,5,3,380000000,paduaCryptoWall
1FN6WgbksDnhvwQJryZoddpcrmpKYh2XNN,2015,302,10,0.226785714,15,0,1,169000000,paduaCryptoWall
16ucAymaXwPpMVdXtA4FE9sWQH7RrK4P8v,2014,75,142,2.547248114,889,20,5,12210997000,paduaCryptoWall
12AoTWahn6ryPbRHUJsibDvXSHMeZZz2AT,2014,183,0,2,2,0,2,211500000,paduaCryptoWall
1Q62EgaKuZcweF74t7bk9dXbuhocWJXsPX,2015,223,142,0.000591363,62,0,1,275000000,paduaCryptoWall
128meNE6VGJqDX4H66bdugPCTo9DbhD7H7,2014,81,2,1.026315789,2,0,4,2240000000,paduaCryptoWall
1Nm9uDTps87VkMvZvCbhHoZwfEiExKu6rn,2014,143,2,0.166666667,1,0,1,30738106,paduaCryptoWall
194oG4RNkD1Yt5mDvBLUpies9eeRrzMojY,2014,165,72,0.276617659,26,0,1,2133579702,paduaCryptoWall
13mLQVJkHeRiJwbKuJb75aQycx5jJdkRKV,2015,176,0,1.047619048,2,0,2,416000000,paduaCryptoWall
1LyYoZJD3Fo5w2c778zjMT8piU1CCqySAB,2014,78,0,1,1,0,1,33000000,paduaCryptoWall
1NFi1Ww8Qqg2hu98pdTL8xuwZZYuEPNM69,2014,92,0,1,1,0,1,36600713,paduaCryptoWall
1AVWSftSCcvMwtPNySaVpS9RryAEYHNbzA,2014,68,0,1,1,0,1,66900000,paduaCryptoWall
13phYeXWxPdBdwpkf55r7rWXPyZ7QjY71V,2014,106,0,1,1,0,2,3769000000,paduaCryptoWall
1uhs4ZfVHCvdYEzawxNs3Uy826ZCxJycN,2015,210,2,0.5,1,0,1,357000000,paduaCryptoWall
1JNpTbXQNa1Bxf644c5fBQLHKLmXbkRRhA,2014,195,0,1,1,0,1,300000300,paduaCryptoWall
13mbWu7gEnXjEzUaxUbnBJAL8crvBuiCqT,2014,89,144,0.50166311,984,3,3,6056312000,paduaCryptoWall
14dfCNz85Z9oQpe4e1brTnyf7avjTidebm,2014,73,0,1,1,0,1,50000000,paduaCryptoWall
1AxBkJMkMC2d7rguCFeJyottsckA7PHp4M,2014,192,22,2.014865451,16,0,3,585000000,paduaCryptoWall
1PFYqL2eCgvREnzQsbq8mFcxvd1yJraatA,2014,73,4,0.25,1,0,1,437000000,paduaCryptoWall
1G96F7jT18ZkXjS8W6GwnDHvQLQKgtLCL4,2014,80,144,1.651027536,2022,2004,3,1199000000,paduaCryptoWall
19wTCxcDVcyC4oei7aMfG1MFmHD3JCgUF,2014,64,6,3.82E-06,1,0,1,54030000,paduaCryptoWall
16dN3XhaTejyZFy4hWompK2x8de2T46wA8,2014,137,10,0.506944444,2,0,4,730000000,paduaCryptoWall
1AxBkJMkMC2d7rguCFeJyottsckA7PHp4M,2014,150,0,2,2,0,2,400000000,paduaCryptoWall
1E4heq1BbTpRzhAVuwthUtcSKCEmGUWSvX,2014,126,16,3.05,6,0,3,721090000,paduaCryptoWall
1GXUGJBFEtaabBABmPtUrH1k6E3NHZM3Dt,2015,266,144,0.000417242,1576,0,1,313000000,paduaCryptoWall
1BDFCa9wiwwWNWk2XuUdd2vXq1yAp6Qu3P,2014,174,2,0.034482759,2,0,1,154564497,paduaCryptoWall
113i99LGHX2ZzBed1SaMpnqb6ruRgbBwMc,2014,81,14,0.010416667,1,0,2,34555818,paduaCryptoWall
15SNY5L6b58FwQNB3oxRMrPxDTs5nioRdf,2014,140,0,1,1,0,1,116000000,paduaCryptoWall
1EbPtzPNQJNw13unxVnFJ2tz1LWrmNWe1J,2014,163,144,0.00029936,1102,0,1,49900000,paduaCryptoWall
16dN3XhaTejyZFy4hWompK2x8de2T46wA8,2014,92,6,1,2,0,1,30979398,paduaCryptoWall
16dN3XhaTejyZFy4hWompK2x8de2T46wA8,2014,192,18,1.135416667,16,0,2,2646353418,paduaCryptoWall
1AnkG94o6M1at1HPtoNtRUYz8yJKPfVY7D,2014,69,0,2,2,0,2,338315063,paduaCryptoWall
1Prz2AM21sHNnNbeUnABTzaEqK7mTpg1ax,2014,145,10,0.009259259,1,0,1,100000000,paduaCryptoWall
1MQsZUfze978eEnNS2VJZRz7WtiLXyTagH,2015,330,46,0.132843018,3,0,1,154000000,paduaCryptoWall
1EDQyWw94pf8ifG6v5y28GcB6MqEephC6Q,2015,160,22,0.000976563,3,0,2,239352637,paduaCryptoWall
1Fp654HhJp71pCwis4MJJXDeBpzTSehYEW,2014,68,14,1.2578125,4,0,2,632980000,paduaCryptoWall
16ucAymaXwPpMVdXtA4FE9sWQH7RrK4P8v,2014,67,144,0.251464123,1264,0,1,936590000,paduaCryptoWall
1JzFyThLZCrFnUutFMaZ3RKLouDnccyt4R,2015,176,144,0.79567024,1467,0,1,208000000,paduaCryptoWall
1KaBMJgWgQzQumkteMcBZDjjEkPvrHQbQK,2015,300,6,1,1,0,1,237510000,paduaCryptoWall
1CwHdpUdgAf1sLk4czA66zChSSDPBnsqsp,2015,247,4,0.0625,3,0,1,318000000,paduaCryptoWall
1CKasfh8rAywPJPn9TJVzs6K7d7p44UMHK,2014,81,0,1,1,0,2,40000000,paduaCryptoWall
12QHuAKDCauCcnwyp7NSGbgNZCAAdkqsCM,2015,222,0,1,1,0,1,392010000,paduaCryptoWall
1A7re1RgkN4YAPM5PhbpXXLg8jHrd6W8Xm,2014,100,8,0.0625,1,0,1,866563213,paduaCryptoWall
15YMR7pDW4JAPter9wRHaef36uDbsYv8xY,2014,103,4,0.5,1,0,1,146145703,paduaCryptoWall
1QBL4f71Pt2X8ED2h5kqPzFW79VfLf7LQ,2015,208,6,0.1,1,0,1,180000000,paduaCryptoWall
16ucAymaXwPpMVdXtA4FE9sWQH7RrK4P8v,2014,96,144,4.723473148,931,7,2,2927027200,paduaCryptoWall
18qJBHyWmXHAmmZgBFzuuTUEth5AhYPCnc,2014,193,2,0.5,1,0,1,150000000,paduaCryptoWall
18YsdwKEhh5cAUYNSiNdBUSNytCpKFnPuB,2014,124,0,1,1,0,1,47398843,paduaCryptoWall
1Q7rFodzfJrEvivuQoSreL1ynjht72vW7q,2014,113,144,0.074484188,918,0,1,99000000,paduaCryptoWall
15megFkB8hM87TfSb5REza1VWom39JJZu3,2015,174,144,6.88E-05,888,0,1,208000000,paduaCryptoWall
1Fwsk3b6VM5Soj2YdhyKkgbpnm9RBNLttE,2014,149,4,0.25,1,0,1,100000000,paduaCryptoWall
1JvxDDjuyHtzEQiUHD1bhGEUaxRNe2CafP,2014,131,38,0.500244141,2,0,1,116000000,paduaCryptoWall
1E1znt3oNE61nQxAJTEJuiGs7MHQxEegzv,2014,86,144,2.188024141,2157,1650,10,850000000,paduaCryptoWall
1EvuLivVMv6o8QNf6kEsPRWAjcseiWrExq,2014,105,144,2.97839849,1661,1661,6,5882140000,paduaCryptoWall
178hBMndnZ2G3PtD3W4SfzUrZKyCEPgwcF,2014,104,0,0.5,1,0,1,511900000,paduaCryptoWall
1C1bQX4dj5YDt7y3Njqm4QT8CiBnfPBXLU,2014,90,144,1.386143773,1615,1524,2,262940000,paduaCryptoWall
1Et5spoELH8mD6K78FfL6SSdUa9jk4aiYm,2014,100,6,0.125,1,0,2,270000000,paduaCryptoWall
15dLXcCsVL4XbxGdWgUt3LsC2cLPpAHXMa,2014,151,10,4.783143939,14,0,2,1999980000,paduaCryptoWall
1QE9NkMiveEYTRRvvPfFjbK41W8KwuJaWM,2014,190,12,0.03030303,1,0,1,34494228,paduaCryptoWall
1M8UMdxAndAYAVCA1a9q17FbFyvNHxqiNi,2014,69,144,0.979331,1126,0,1,34750137,paduaCryptoWall
194oG4RNkD1Yt5mDvBLUpies9eeRrzMojY,2014,72,144,0.451833925,1497,0,1,2275173386,paduaCryptoWall
1ApJKS4dbni9qZf3gPjZ7UzYHQzHi6MYQ7,2015,329,144,0.041770801,3190,0,2,215000000,paduaCryptoWall
15yPXtiGrLE62oxUpx2yj4XCfTADyb9nyL,2015,170,144,0.011127914,1461,0,1,208000000,paduaCryptoWall
1G7tyjdwMfD3VJdkfhy6fkd1NxYP3HEmJm,2014,110,24,0.000976563,1,0,1,521000000,paduaCryptoWall
1BVLQGe3yon5QxXcK7WXMSgqDHLVbAe6ei,2014,75,144,0.807182485,886,886,3,2400000000,paduaCryptoWall
1BVC3wzAiFBcENmbUXxGESgqRQwVLUHoAq,2015,64,2,0.25,1,0,1,280016870,paduaCryptoWall
1CRpWoNgett46BF9DtKpwYnDF5UjrkzWBd,2015,234,6,0.05,1,0,1,223000000,paduaCryptoWall
13Kqgurx7eQg3G29NwV7ouJ8UHJRSUwwAe,2014,233,8,0.391666667,6,0,4,489800000,paduaCryptoWall
16QAcQcDcn4Bv5XCNe16eLPSEVr8FA3Gnb,2015,177,144,0.525625147,1490,0,2,208000000,paduaCryptoWall
1KC34tXX99mapmPgTznk8Yt8bDhrTv56cH,2015,194,0,1,1,0,1,184990000,paduaCryptoWall
1NWkENDbBUkSqBQFwSFs14PKXtU1g1FjLv,2014,138,0,1,1,0,1,170638974,paduaCryptoWall
1KEwC5NQM8ZQpnJghMknbySurXfJZfZhZx,2015,252,2,0.5,1,0,1,207000000,paduaCryptoWall
1PyPgCdve9JyFwdwE4qeLNU2uESUAxVy12,2014,100,144,1.758234208,2140,4,5,4094632424,paduaCryptoWall
1J8AnmS2KafGGCCzmA3aErzFxPceab4ssi,2014,153,0,1,1,0,1,43910000,paduaCryptoWall
13A2JgUYZjQ3hBjARAAbWuV5a8MLgww1bS,2014,147,0,2,2,0,2,607000000,paduaCryptoWall
1MWgrJvgPXETEm3HrWa4ZRQXeHFiXzd8oB,2014,82,2,0.5,1,0,1,82000000,paduaCryptoWall
1EMy7DRhyozM4kt6F89gzbfqf4bBM7f3oa,2014,92,0,1,1,0,2,31362608,paduaCryptoWall
1AW7wsr9iv55hdeeE8PKdD1ia9JviCHAHc,2014,133,0,0.5,1,0,2,200000000,paduaCryptoWall
19QPQ6qGQCWKqFB54HGsPPZ1ViM1efUvN8,2015,194,2,0.5,1,0,1,166990000,paduaCryptoWall
1EFzFM6vYMYS1tPBCan2eKg4o3S6nsAJdT,2014,80,0,1,1,0,2,122800000,paduaCryptoWall
19wTCxcDVcyC4oei7aMfG1MFmHD3JCgUF,2014,105,144,0.246788638,857,0,1,100000000,paduaCryptoWall
1AW7wsr9iv55hdeeE8PKdD1ia9JviCHAHc,2014,79,144,3.068615846,1421,1421,6,600000000,paduaCryptoWall
17KXRSZA53TGiyuCrR45Frdo4hyUKpvksf,2014,105,10,0.25,1,0,1,49950000,paduaCryptoWall
1F9t4jcoJqPgPxuwUWxRqJZDsJ5349zYcD,2015,231,144,0.242756721,1143,1058,1,318000000,paduaCryptoWall
1LEbi3sufoAeNhCULFwZJqKKQRDQXXzgKh,2014,92,2,1,1,0,1,40000000,paduaCryptoWall
19KXonEMP2dvH1Vn99ABo81zck1mSJoq2D,2014,156,2,1,1,0,1,37773116,paduaCryptoWall
14ZVm9DPvx4LAYBoKNzsFMFtUhiJ31oiBa,2015,226,50,1.47E-09,8,0,1,196000000,paduaCryptoWall
1AEAd8CbGr4xzY6d6A6He4vAVvpD2Pbe2F,2014,78,144,3.278494121,2114,2114,13,14400000000,paduaCryptoWall
1LtiNBCtBn41ZZ2Adpw7uem44hqa6SyaZx,2014,144,28,0.50012207,2,0,3,2003000000,paduaCryptoWall
13BeAzA4mhwDYJEwhqNd2LsUnuhuVqKvw8,2014,232,144,1.689612148,1891,8,3,300000000,paduaCryptoWall
1FVzSQzrVBSFZ4PdcG1BycPcQcPU7L9ai5,2015,300,144,0.311063941,1577,0,1,247000000,paduaCryptoWall
1BkXcJ3756vbuB13zQ9B7Dzvfe7DywXkbX,2015,167,6,0.04,1,0,1,201600000,paduaCryptoWall
1BpZ5KaABZv2U86Rrj3aP35zCVbE3Us5q8,2014,185,2,1,2,0,2,293510043,paduaCryptoWall
1BLWdieJGgs2fHagPrTPjg3PHTCnwG1oFG,2014,86,0,0.5,1,0,2,182800000,paduaCryptoWall
15r8BMzyyobnRPxFFELTiTnKvWPHmKMPDC,2014,65,144,0.260172864,1964,0,2,73618044,paduaCryptoWall
12DXgDmA8Qt4jLtnPsvPBXMciZHhVaWNKa,2014,105,144,0.501028122,1066,0,1,105114836,paduaCryptoWall
1Nmq9gfXkFqReQnDz7WyzAB4qmebiFCJW,2014,109,0,1,1,0,1,53700000,paduaCryptoWall
13368K9rkNFpBgtXCj1FFigBFA3gnqsLWi,2015,238,6,0.013888889,2,0,1,326000000,paduaCryptoWall
15du1eqzdfpkRQ669vAFWi73GRPiCxm4Gc,2014,199,0,1,1,0,1,41243380,paduaCryptoWall
14sNxKKLaDasaZG151DDoHCm2npUwTcBvT,2015,190,144,0.021957095,1953,0,2,266000000,paduaCryptoWall
18qJBHyWmXHAmmZgBFzuuTUEth5AhYPCnc,2014,181,0,1,1,0,1,1000000000,paduaCryptoWall
1G3Tmhi5bNmaAYwfNQPpuHEyr14Qa57UmU,2015,327,2,1,1,0,2,215000000,paduaCryptoWall
1CJgQ1N9QKczpmZNhYkbBpfiu1BrXmQYQE,2014,92,0,0.5,1,0,2,76000000,paduaCryptoWall
1MwsvXf8op1JCe9PS2HFWYCK8DasxqVsAP,2014,70,2,0.5,1,0,1,490000000,paduaCryptoWall
1BkBdq3LVnWH2u4UPD5yekEfeJKz3LKEm,2015,321,2,1.2,2,0,1,438000000,paduaCryptoWall
1MCBQMPkDPJq4p8obmGm4txV7iE4zprekm,2014,128,96,0.310921496,12,12,2,103709284,paduaCryptoWall
1PWaLWxWSyGaq1vdGUkBQZtMBrW1FhXt4u,2014,81,4,0.125,1,0,2,127990000,paduaCryptoWall
1Prz2AM21sHNnNbeUnABTzaEqK7mTpg1ax,2014,111,0,0.09610984,2,0,2,200000000,paduaCryptoWall
19W5seeQt9WrSK5y6LViYdp7KjT76YZLXp,2014,102,6,0.25,1,0,2,48500000,paduaCryptoWall
1KEwC5NQM8ZQpnJghMknbySurXfJZfZhZx,2015,194,90,0.250000001,2,0,2,346000000,paduaCryptoWall
1EU26ntp5A846uXLz8E8mmfv1c3mxy5mm5,2014,161,2,1,1,0,1,86765194,paduaCryptoWall
15BwA67iT8HY7GKxSuzc5bsSmx1oWNvqzt,2014,138,0,0.5,1,0,1,200000000,paduaCryptoWall
1LPAUi1LWzCsRLkGFWFdN5sENs1LufBfNp,2014,206,144,0.458108913,906,0,1,172000000,paduaCryptoWall
1NwJTw6665gbqFtN69ipG9FyU5gcnjnEmn,2014,99,8,0.25,1,0,1,52401260,paduaCryptoWall
1HN2wrDx5tdaP938zyLuAUgSWMzmzDhPPv,2015,260,0,1,1,0,1,306091100,paduaCryptoWall
15BwA67iT8HY7GKxSuzc5bsSmx1oWNvqzt,2014,159,144,0.041666667,289,0,2,200000000,paduaCryptoWall
1LJYvsZmTgDXBaXbnusQP1bW7FcUWxdhUX,2014,81,6,0.0625,1,0,2,120000000,paduaCryptoWall
1CeA899xpo3Fe6DQwZwEkd6vQfRHoLuCJD,2014,190,144,2.740897267,892,876,5,738990000,paduaCryptoWall
1CNTppWJwNxuLbUubxodWhMQdgc2DcR5us,2015,181,0,1,1,0,2,202000000,paduaCryptoWall
1MrnUHFADbj5S9ERJ9bGXtQvhx81TFztMN,2014,192,22,0.53125,2,0,2,164082000,paduaCryptoWall
1Kj9Q5ShJkf6opLWszQyyFf8johpqVjEZg,2015,91,144,0.072374782,2082,0,1,212990000,paduaCryptoWall
1JLfBE1aFBQfj3xoEokxyUcQD31MhAxjWb,2014,105,0,1,2,0,2,1000000000,paduaCryptoWall
1NDqDCASvhw8dNPH2DCs4h4c8SNJ1achp5,2015,49,2,1,1,0,1,217000000,paduaCryptoWall
16ucAymaXwPpMVdXtA4FE9sWQH7RrK4P8v,2014,77,130,0.250047543,1227,1,1,2778400000,paduaCryptoWall
1KoNNTLXfnTC4uRu1zj84qTnm7vgV3zih6,2014,74,0,0.5,1,0,2,3643800000,paduaCryptoWall
18NvURoZrqunTPH4UTeSF7cTvCM8pcUV6U,2014,155,0,1,1,0,1,37930614,paduaCryptoWall
1GkBo7k4b1k7ehPYYqiY9jhGXPNCKtyEGi,2014,175,108,7.63E-06,1,0,1,86000000,paduaCryptoWall
19yqWit95eFGmUTYDLr3memcDoJiYgUppc,2014,172,144,0.537630221,926,0,2,166000000,paduaCryptoWall
1G1LFYxndaec7b1EHkzwmgVowDSDGL2XM2,2015,301,4,0.1,1,0,1,177000000,paduaCryptoWall
1KhN785yEf6tUQvfupqiGHjpis9pZQfCAK,2015,156,20,0.016276042,2,0,1,254000000,paduaCryptoWall
15du1eqzdfpkRQ669vAFWi73GRPiCxm4Gc,2014,146,8,0.041666667,1,0,1,65500000,paduaCryptoWall
15iteexDfHBSjA5v5wzTzEdqsYdNw83bVR,2014,131,0,1,1,0,1,1230000000,paduaCryptoWall
1BHTbpKBy9dVTQ8hhqRor5ADGNXT64dir7,2015,34,20,0.000976563,1,0,1,304000000,paduaCryptoWall
13A2JgUYZjQ3hBjARAAbWuV5a8MLgww1bS,2014,73,0,1,1,0,2,186000000,paduaCryptoWall
1QDf69BCtAqygqzMW52giPTSuu8xp3fxNy,2014,74,0,1,1,0,2,67676544,paduaCryptoWall
1Gs1fu6K84s2udr8Xz89PB5zYmHGndVoEx,2014,151,6,0.125,2,0,1,90000000,paduaCryptoWall
17AGazRCLStNguMDCxDoj7ZQHvaZBWTJZj,2014,109,110,2.059027778,14,12,5,364842117,paduaCryptoWall
1NsyVQP6aGHAJkzRKDU9EDEUV13nKTL2EL,2015,174,2,0.5,1,0,1,208000000,paduaCryptoWall
17SDZGhqKQGCtSSV9BfZmPiVvcQ74ASJ2Z,2014,80,4,1,1,0,1,34000000,paduaCryptoWall
1KZ71xADMRv4siH4KZJZkBov4vqThrqELF,2014,98,144,1.168986287,1614,1580,5,1007480000,paduaCryptoWall
18VpywdGzkxnamYohrdHixHR7QxfCSSJkR,2014,146,0,1,1,0,1,38740000,paduaCryptoWall
12z5oVwVJ9SUAmETXRih5vdM5XzGqq8EyG,2014,132,0,0.021276596,1,0,1,50254110,paduaCryptoWall
1PnEvxMFE9XfokCuSEoiJPCBfhiMwBVnqZ,2014,89,144,0.007486822,659,410,3,860000000,paduaCryptoWall
1BKiLS5ykoUJT2tcMY81cui5LB1Vab22YF,2015,175,144,0.337608537,760,4,2,584000000,paduaCryptoWall
1LAWBsMW6UxLnpAn8ji64qyfFkXR9yT8p5,2014,73,2,1,1,0,1,50536618,paduaCryptoWall
1PsrZaQtVazRMQmG9LzynULne9d9uwxkCh,2015,97,10,0.05,1,0,2,276000000,paduaCryptoWall
1ys2btdHQ23dLnKcgYC3ztmAd9rQyed73,2014,166,24,0.000488281,1,0,1,49750000,paduaCryptoWall
1AYG7ao49BjKtUapgj8cKpK9rQ9SkNNwNT,2014,74,50,1.13E-06,1,0,1,256800000,paduaCryptoWall
1EmLLj8peW292zR2VvumYPPa9wLcK4CPK1,2014,100,144,0.26748544,2194,2078,5,891000000,paduaCryptoWall
16nbmPrewUWQMbgTJbxBR59mxon3BXkkLi,2015,315,144,0.09334324,6747,3580,1,215170000,paduaCryptoWall
17Nj1Ya5dFxZ4VY1ZceHd3hfpKS7P9BXfb,2014,72,0,1,1,0,1,282500000,paduaCryptoWall
1P8PK3msM1RTaCnggWkwcdRKv7xAnLQoR6,2014,134,14,0.000108507,1,0,1,40523333,paduaCryptoWall
1MSiPjz1vMDaPY4y5Uw3T2cfuZcxekBdUe,2014,147,144,3.867192588,689,11,3,2285000000,paduaCryptoWall
1PyMPbABw8yN4fPQLDKtrLGK7tvE7ANUmb,2014,75,6,0.394230769,12,0,1,80000000,paduaCryptoWall
1HyTkVyv68rBkYozaLLueMNfGebDCpAFVZ,2014,69,144,0.152269489,1015,0,1,1641290000,paduaCryptoWall
1JxoKdqe6roddYoSfiDhRfbsvZ7U6AqFcX,2014,77,144,1.755934281,1139,1105,7,5599960000,paduaCryptoWall
1Fwsk3b6VM5Soj2YdhyKkgbpnm9RBNLttE,2014,94,0,1,1,0,1,200000000,paduaCryptoWall
18YsdwKEhh5cAUYNSiNdBUSNytCpKFnPuB,2014,149,2,0.25,1,0,1,247568367,paduaCryptoWall
12z5oVwVJ9SUAmETXRih5vdM5XzGqq8EyG,2014,80,0,0.019230769,1,0,2,34833816,paduaCryptoWall
1BLWdieJGgs2fHagPrTPjg3PHTCnwG1oFG,2014,110,6,0.021276596,1,0,1,69600000,paduaCryptoWall
1FLk1Et3Lko44CKAiQwfcy3vb5vNWWwAxJ,2015,195,2,0.2,1,0,1,179000000,paduaCryptoWall
1K8yBgHdCJmaTiQzmg6gzr9pw9EeWJPFPW,2015,179,74,1.08E-14,1,0,1,417000000,paduaCryptoWall
18efZrictKLdA9qM8U4WXbCRx3KMqtPsBm,2015,142,144,2.41E-07,454,0,1,304000000,paduaCryptoWall
18VpywdGzkxnamYohrdHixHR7QxfCSSJkR,2014,90,2,0.094253573,2,0,4,100000000,paduaCryptoWall
1LtiNBCtBn41ZZ2Adpw7uem44hqa6SyaZx,2014,190,58,2.24E-08,1,1,2,3048000000,paduaCryptoWall
16gRD7YsT2jBbwPdZGQwn2rLjQNNWgq173,2014,188,30,0.00078125,1,0,1,56937000,paduaCryptoWall
1Ym1zJXPZ88MjUsT17ZRfr1TVfdkAagMn,2014,169,144,3.292163235,971,9,4,527532671,paduaCryptoWall
1EBp6rBBA9veexvnB1eQG9DgQD6K9aBa4v,2014,142,144,0.25694863,764,0,2,75618146,paduaCryptoWall
1MQsZUfze978eEnNS2VJZRz7WtiLXyTagH,2015,176,6,0.0625,1,0,1,208000000,paduaCryptoWall
1L7SLmazbbcy614zsDSLwz4bxz1nnJvDeV,2014,248,0,0.5,1,0,2,74980000,paduaCryptoWall
1LPAUi1LWzCsRLkGFWFdN5sENs1LufBfNp,2014,175,144,2.143051259,1255,1094,7,558871375,paduaCryptoWall
15e6r39wnUmWU8nYs91dv54S8CsUr7Bcic,2015,260,6,0.5,1,0,1,308000000,paduaCryptoWall
1Cc1AttnWEnsfqrCBY9KY8wPXkb2eLCNz8,2014,114,144,3.712383229,1535,1529,7,944942100,paduaCryptoWall
1H9fPaEnhwkS7udXBuUzBQxgutNm5CwBTt,2015,211,8,0.0625,7,0,2,250000000,paduaCryptoWall
1CzYrgzHTnhWzwPFGg1vQ69nN3f1sG8HhL,2014,101,8,0.818173077,9,0,2,1100000000,paduaCryptoWall
1PsrZaQtVazRMQmG9LzynULne9d9uwxkCh,2015,81,0,1,1,0,2,537459287,paduaCryptoWall
1NKD4SKtvLZ7VLLx8HxyophPArYwCtMDUN,2014,177,2,0.25,1,0,1,399800000,paduaCryptoWall
1Hho3vPPQiEuWsqZrrn6kK8R5w1Hvv6gRC,2014,78,8,0.0625,1,0,1,200001955,paduaCryptoWall
17weNLgAirwRegA2mjh4vFLb9UMsuFSAMj,2014,134,36,1.11E-05,7,0,1,99900000,paduaCryptoWall
1EEdt5xjsnj7HpbBSQAa7zMK5kgK2oU9zQ,2014,80,4,0.003703704,1,0,2,64100234,paduaCryptoWall
1MEZHGGWWXt7Zf9EvczxtCBRkMyK3SH2BR,2014,95,144,2.584867461,1311,1,4,1286000000,paduaCryptoWall
15LNdZ3zrxrFA4Jw4Q51vfjHzmb4XuUoqw,2014,78,2,0.5,1,0,2,800000000,paduaCryptoWall
13Kqgurx7eQg3G29NwV7ouJ8UHJRSUwwAe,2014,241,134,0.604801605,1620,1,4,450000000,paduaCryptoWall
18G6U6ooYTzRosUGdAJVDizNXSZ3RweUPv,2014,96,2,0.25,1,0,2,6500000000,paduaCryptoWall
16ivzyzahU8R91NaX1TXVGXJyWHt8tP7zn,2014,76,0,0.5,1,0,2,20000000000,paduaCryptoWall
1Cz9gR6mLpX4FArjrZ2sFZKzWagj3uHH2Q,2015,154,144,0.016241056,593,0,1,227000000,paduaCryptoWall
1Lf7zWJNNagnC9c47zZCZfeDB5cchTB1ze,2014,114,4,0.083333333,2,0,1,143190000,paduaCryptoWall
14w36PJjV9H2hKnUAe5eNzswno3i42vjDK,2014,66,8,1.5,2,0,1,46620000,paduaCryptoWall
15iEokzuufHMQUvpkguKhy2qbAop89FBqy,2015,281,18,0.002929688,3,0,2,294000000,paduaCryptoWall
137EGm5TzBQ78TTbeiiiFmVg9i3zyyUSDB,2014,89,144,2.437954732,1190,1136,11,19712600000,paduaCryptoWall
1P9KvT7p8oHwpG5d8S8x8wFLjWbBiuaKMu,2014,78,12,1,1,0,2,130000000,paduaCryptoWall
1LEbi3sufoAeNhCULFwZJqKKQRDQXXzgKh,2014,76,8,1.5,2,0,1,100000000,paduaCryptoWall
17aBf4hcKjnMFVeU5F5jHvRtW4UVSQs8oV,2014,86,2,0.5,1,0,2,47742319,paduaCryptoWall
16dN3XhaTejyZFy4hWompK2x8de2T46wA8,2014,73,144,0.994905507,882,702,2,966649790,paduaCryptoWall
1JvxDDjuyHtzEQiUHD1bhGEUaxRNe2CafP,2014,157,2,0.5,1,0,1,250000000,paduaCryptoWall
181d2BwPkzki566YvbkEBRbouTdoB7XKhG,2015,190,8,0.0625,1,0,1,189990000,paduaCryptoWall
14rRhj6V62jBV1px4sLxHqyPewPLLzHUqJ,2014,76,144,0.035595192,1411,1130,1,40000000,paduaCryptoWall
1D4UFQ3Dwkec877ZS6fDUFDwKZSPwG9B35,2014,68,0,0.5,1,0,1,200000000,paduaCryptoWall
15juvoqjNzHsdwVuNK8hRf333XCpBEhUX3,2015,327,6,0.03125,1,0,1,215630102,paduaCryptoWall
1BXH4oHzSc5SAL2C4f6JGiSfEJ3ec1xNWh,2015,187,144,0.119102317,3766,0,1,192990000,paduaCryptoWall
12curAXZ9cCdxBxHiBgBKVHq6aXiEVM694,2014,158,20,0.041666667,1,0,1,46231583,paduaCryptoWall
1GCuFCtz9UR89UFbLLnt3nWmSk1qzvFDRQ,2015,163,144,0.002176326,633,609,2,223000000,paduaCryptoWall
187qbnDWifXKBuozq8k3A7owhwiwXtD1eu,2014,121,144,4.025736539,1039,827,1,3066531366,paduaCryptoWall
1LFWesCyQsyyxbSpq319PsdNNqN9WXbXoF,2014,87,4,0.016203704,2,0,2,4200000000,paduaCryptoWall
18G6U6ooYTzRosUGdAJVDizNXSZ3RweUPv,2014,106,144,1.25001535,2278,1,4,22000000000,paduaCryptoWall
1vrZUdKGP4SxUvZixwxTsGZS3N4zVPfac,2015,199,2,0.2,1,0,1,189000000,paduaCryptoWall
1AxYhqARQ7RQjUYbTHC6DEcWxx4XuUypHu,2014,80,0,1,1,0,2,130400000,paduaCryptoWall
183W8pW9G7j2qXFeoP84gN2uHKp51utNG9,2014,100,6,0.5,1,0,1,72554374,paduaCryptoWall
13Yi5TELsUp1jZRkC7paGJWDhL9JHSWaKY,2014,144,48,0.000167847,9,0,1,170000000,paduaCryptoWall
1Q8UYTUcwa5SqoG6MFUB43D5NzsMnqFDas,2015,164,0,1,1,0,1,222000000,paduaCryptoWall
1LFWesCyQsyyxbSpq319PsdNNqN9WXbXoF,2014,81,144,0.434662791,1344,18,5,5800000000,paduaCryptoWall
13anTMo3YLB3SbBWWroNnb2aotvurtaVgZ,2014,78,4,2,2,0,1,379990000,paduaCryptoWall
1FrRtGo5Z2eWPe91Z9MLpDCwkXw7MbgeiD,2014,150,144,0.020518942,818,2,3,4500000000,paduaCryptoWall
